no,date,workout,duration,category,user,year,month,week,day,duration_diff,daydelta
722,2019-04-03,Back,48,back,maosa,2019,4,14,3,9.09,1
723,2019-04-04,Chest,42,chest,maosa,2019,4,14,4,-12.5,1
724,2019-04-05,Back,46,back,maosa,2019,4,14,5,9.52,1
725,2019-04-06,Basketball,120,cardio,maosa,2019,4,14,6,160.87,1
726,2019-04-07,Chest,35,chest,maosa,2019,4,14,7,-70.83,1
727,2019-04-08,Back,42,back,maosa,2019,4,15,8,20.0,1
728,2019-04-09,Chest,46,chest,maosa,2019,4,15,9,9.52,1
729,2019-04-10,Back,43,back,maosa,2019,4,15,10,-6.52,1
730,2019-04-11,Chest,37,chest,maosa,2019,4,15,11,-13.95,1
731,2019-04-12,Back,46,back,maosa,2019,4,15,12,24.32,1
732,2019-04-15,Chest,49,chest,maosa,2019,4,16,15,6.52,3
733,2019-04-16,Back,48,back,maosa,2019,4,16,16,-2.04,1
734,2019-04-17,Chest,53,chest,maosa,2019,4,16,17,10.42,1
735,2019-04-18,Back,50,back,maosa,2019,4,16,18,-5.66,1
736,2019-04-20,Chest,51,chest,maosa,2019,4,16,20,2.0,2
737,2019-04-21,Back,51,back,maosa,2019,4,16,21,0.0,1
738,2019-04-22,Chest,54,chest,maosa,2019,4,17,22,5.88,1
739,2019-04-23,Back,49,back,maosa,2019,4,17,23,-9.26,1
740,2019-04-25,Chest,43,chest,maosa,2019,4,17,25,-12.24,2
741,2019-04-26,Back,43,back,maosa,2019,4,17,26,0.0,1
742,2019-04-27,Chest,44,chest,maosa,2019,4,17,27,2.33,1
743,2019-04-28,Back,38,back,maosa,2019,4,17,28,-13.64,1
744,2019-04-29,Chest,46,chest,maosa,2019,4,18,29,21.05,1
745,2019-04-30,Back,39,back,maosa,2019,4,18,30,-15.22,1
746,2019-05-02,Chest,41,chest,maosa,2019,5,18,2,5.13,2
747,2019-05-03,Back,37,back,maosa,2019,5,18,3,-9.76,1
748,2019-05-04,Chest,39,chest,maosa,2019,5,18,4,5.41,1
749,2019-05-05,Back,39,back,maosa,2019,5,18,5,0.0,1
750,2019-05-06,Running,32,cardio,maosa,2019,5,19,6,-17.95,1
751,2019-05-07,Chest,39,chest,maosa,2019,5,19,7,21.88,1
752,2019-05-09,Back,41,back,maosa,2019,5,19,9,5.13,2
753,2019-05-10,Chest,43,chest,maosa,2019,5,19,10,4.88,1
754,2019-05-12,Back,39,back,maosa,2019,5,19,12,-9.3,2
755,2019-05-13,Running,40,cardio,maosa,2019,5,20,13,2.56,1
756,2019-05-14,Chest,40,chest,maosa,2019,5,20,14,0.0,1
757,2019-05-15,Back,37,back,maosa,2019,5,20,15,-7.5,1
758,2019-05-16,Running,38,cardio,maosa,2019,5,20,16,2.7,1
759,2019-05-17,Chest,44,chest,maosa,2019,5,20,17,15.79,1
760,2019-05-18,Back,39,back,maosa,2019,5,20,18,-11.36,1
761,2019-05-19,Running,41,cardio,maosa,2019,5,20,19,5.13,1
762,2019-05-20,Chest,43,chest,maosa,2019,5,21,20,4.88,1
763,2019-05-21,Back,41,back,maosa,2019,5,21,21,-4.65,1
764,2019-05-22,Running,41,cardio,maosa,2019,5,21,22,0.0,1
765,2019-05-23,Chest,41,chest,maosa,2019,5,21,23,0.0,1
766,2019-05-24,Back,40,back,maosa,2019,5,21,24,-2.44,1
767,2019-05-25,Legs,33,legs,maosa,2019,5,21,25,-17.5,1
768,2019-05-26,Chest,41,chest,maosa,2019,5,21,26,24.24,1
769,2019-05-27,Back,40,back,maosa,2019,5,22,27,-2.44,1
770,2019-05-28,Chest,39,chest,maosa,2019,5,22,28,-2.5,1
771,2019-05-29,Back,41,back,maosa,2019,5,22,29,5.13,1
772,2019-05-30,Running,42,cardio,maosa,2019,5,22,30,2.44,1
773,2019-05-31,Chest,41,chest,maosa,2019,5,22,31,-2.38,1
774,2019-06-01,Back,36,back,maosa,2019,6,22,1,-12.2,1
775,2019-06-02,Legs,28,legs,maosa,2019,6,22,2,-22.22,1
776,2019-06-03,Chest,42,chest,maosa,2019,6,23,3,50.0,1
777,2019-06-04,Back,40,back,maosa,2019,6,23,4,-4.76,1
778,2019-06-05,Running,42,cardio,maosa,2019,6,23,5,5.0,1
779,2019-06-06,Chest,40,chest,maosa,2019,6,23,6,-4.76,1
780,2019-06-07,Back,42,back,maosa,2019,6,23,7,5.0,1
781,2019-06-08,Legs,29,legs,maosa,2019,6,23,8,-30.95,1
782,2019-06-09,Chest,41,chest,maosa,2019,6,23,9,41.38,1
783,2019-06-10,Back,43,back,maosa,2019,6,24,10,4.88,1
784,2019-06-13,Surfing,120,cardio,maosa,2019,6,24,13,179.07,3
785,2019-06-14,Surfing,120,cardio,maosa,2019,6,24,14,0.0,1
786,2019-06-15,Surfing,120,cardio,maosa,2019,6,24,15,0.0,1
787,2019-06-16,Surfing,120,cardio,maosa,2019,6,24,16,0.0,1
788,2019-06-17,Surfing,120,cardio,maosa,2019,6,25,17,0.0,1
789,2019-06-26,Chest,39,chest,maosa,2019,6,26,26,-67.5,9
790,2019-06-27,Back,43,back,maosa,2019,6,26,27,10.26,1
791,2019-06-28,Compound,43,compound,maosa,2019,6,26,28,0.0,1
792,2019-07-01,Compound,120,compound,maosa,2019,7,27,1,179.07,3
793,2019-07-02,Chest,41,chest,maosa,2019,7,27,2,-65.83,1
794,2019-07-03,Back,40,back,maosa,2019,7,27,3,-2.44,1
795,2019-07-04,Chest,43,chest,maosa,2019,7,27,4,7.5,1
796,2019-07-05,Back,42,back,maosa,2019,7,27,5,-2.33,1
797,2019-07-06,Running,52,cardio,maosa,2019,7,27,6,23.81,1
798,2019-07-07,Running,55,cardio,maosa,2019,7,27,7,5.77,1
799,2019-07-08,Chest,43,chest,maosa,2019,7,28,8,-21.82,1
800,2019-07-09,Back,44,back,maosa,2019,7,28,9,2.33,1
801,2019-07-10,Compound,43,compound,maosa,2019,7,28,10,-2.27,1
802,2019-07-11,Chest,42,chest,maosa,2019,7,28,11,-2.33,1
803,2019-07-12,Back,46,back,maosa,2019,7,28,12,9.52,1
804,2019-07-13,Compound,44,compound,maosa,2019,7,28,13,-4.35,1
805,2019-07-15,Chest,43,chest,maosa,2019,7,29,15,-2.27,2
806,2019-07-16,Back,44,back,maosa,2019,7,29,16,2.33,1
807,2019-07-17,Chest,42,chest,maosa,2019,7,29,17,-4.55,1
808,2019-07-18,Back,51,back,maosa,2019,7,29,18,21.43,1
809,2019-07-19,Compound,56,compound,maosa,2019,7,29,19,9.8,1
810,2019-07-22,Compound,90,compound,maosa,2019,7,30,22,60.71,3
811,2019-07-23,Chest,36,chest,maosa,2019,7,30,23,-60.0,1
812,2019-07-24,Compound,60,compound,maosa,2019,7,30,24,66.67,1
813,2019-07-25,Back,42,back,maosa,2019,7,30,25,-30.0,1
814,2019-07-26,Compound,60,compound,maosa,2019,7,30,26,42.86,1
815,2019-07-28,Running,54,cardio,maosa,2019,7,30,28,-10.0,2
816,2019-07-29,Compound,60,compound,maosa,2019,7,31,29,11.11,1
817,2019-07-30,Chest,44,chest,maosa,2019,7,31,30,-26.67,1
818,2019-07-31,Compound,60,compound,maosa,2019,7,31,31,36.36,1
819,2019-08-01,Back,43,back,maosa,2019,8,31,1,-28.33,1
820,2019-08-02,Compound,39,compound,maosa,2019,8,31,2,-9.3,1
821,2019-08-05,Chest,40,chest,maosa,2019,8,32,5,2.56,3
822,2019-08-06,Back,43,back,maosa,2019,8,32,6,7.5,1
823,2019-08-07,Chest,42,chest,maosa,2019,8,32,7,-2.33,1
824,2019-08-08,Back,41,back,maosa,2019,8,32,8,-2.38,1
825,2019-08-09,Compound,43,compound,maosa,2019,8,32,9,4.88,1
826,2019-08-12,Compound,45,compound,maosa,2019,8,33,12,4.65,3
827,2019-08-13,Compound,46,compound,maosa,2019,8,33,13,2.22,1
828,2019-08-19,Chest,42,chest,maosa,2019,8,34,19,-8.7,6
829,2019-08-20,Back,43,back,maosa,2019,8,34,20,2.38,1
830,2019-08-21,Legs,35,legs,maosa,2019,8,34,21,-18.6,1
831,2019-08-22,Chest,41,chest,maosa,2019,8,34,22,17.14,1
832,2019-08-23,Back,38,back,maosa,2019,8,34,23,-7.32,1
833,2019-08-25,Running,57,cardio,maosa,2019,8,34,25,50.0,2
834,2019-08-26,Chest,39,chest,maosa,2019,8,35,26,-31.58,1
835,2019-08-27,Back,44,back,maosa,2019,8,35,27,12.82,1
836,2019-08-28,Legs,22,legs,maosa,2019,8,35,28,-50.0,1
837,2019-08-29,Chest,43,chest,maosa,2019,8,35,29,95.45,1
838,2019-08-30,Back,40,back,maosa,2019,8,35,30,-6.98,1
839,2019-08-31,Compound,46,compound,maosa,2019,8,35,31,15.0,1
840,2019-09-02,Compound,60,compound,maosa,2019,9,36,2,30.43,2
841,2019-09-03,Chest,40,chest,maosa,2019,9,36,3,-33.33,1
842,2019-09-04,Compound,60,compound,maosa,2019,9,36,4,50.0,1
843,2019-09-05,Back,41,back,maosa,2019,9,36,5,-31.67,1
844,2019-09-06,Compound,60,compound,maosa,2019,9,36,6,46.34,1
845,2019-09-07,Compound,41,compound,maosa,2019,9,36,7,-31.67,1
846,2019-09-09,Compound,50,compound,maosa,2019,9,37,9,21.95,2
847,2019-09-10,Chest,42,chest,maosa,2019,9,37,10,-16.0,1
848,2019-09-11,Compound,60,compound,maosa,2019,9,37,11,42.86,1
849,2019-09-12,Back,40,back,maosa,2019,9,37,12,-33.33,1
850,2019-09-13,Compound,60,compound,maosa,2019,9,37,13,50.0,1
851,2019-09-14,Compound,45,compound,maosa,2019,9,37,14,-25.0,1
852,2019-09-16,Chest,38,chest,maosa,2019,9,38,16,-15.56,2
853,2019-09-17,Back,34,back,maosa,2019,9,38,17,-10.53,1
854,2019-09-18,Legs,31,legs,maosa,2019,9,38,18,-8.82,1
855,2019-09-19,Chest,42,chest,maosa,2019,9,38,19,35.48,1
856,2019-09-20,Back,39,back,maosa,2019,9,38,20,-7.14,1
857,2019-09-21,Compound,37,compound,maosa,2019,9,38,21,-5.13,1
858,2019-09-24,Compound,43,compound,maosa,2019,9,39,24,16.22,3
859,2019-10-01,Chest,40,chest,maosa,2019,10,40,1,-6.98,7
860,2019-10-02,Back,35,back,maosa,2019,10,40,2,-12.5,1
861,2019-10-03,Legs,30,legs,maosa,2019,10,40,3,-14.29,1
862,2019-10-04,Compound,44,compound,maosa,2019,10,40,4,46.67,1
863,2019-10-07,Compound,43,compound,maosa,2019,10,41,7,-2.27,3
864,2019-10-08,Chest,41,chest,maosa,2019,10,41,8,-4.65,1
865,2019-10-09,Back,37,back,maosa,2019,10,41,9,-9.76,1
866,2019-10-10,Legs,26,legs,maosa,2019,10,41,10,-29.73,1
867,2019-10-11,Compound,44,compound,maosa,2019,10,41,11,69.23,1
868,2019-10-13,Chest,37,chest,maosa,2019,10,41,13,-15.91,2
869,2019-10-14,Back,35,back,maosa,2019,10,42,14,-5.41,1
870,2019-10-15,Legs,32,legs,maosa,2019,10,42,15,-8.57,1
871,2019-10-16,Chest,38,chest,maosa,2019,10,42,16,18.75,1
872,2019-10-17,Back,40,back,maosa,2019,10,42,17,5.26,1
873,2019-10-18,Legs,29,legs,maosa,2019,10,42,18,-27.5,1
874,2019-10-21,Compound,41,compound,maosa,2019,10,43,21,41.38,3
875,2019-10-22,Chest,37,chest,maosa,2019,10,43,22,-9.76,1
876,2019-10-23,Back,35,back,maosa,2019,10,43,23,-5.41,1
877,2019-10-24,Legs,27,legs,maosa,2019,10,43,24,-22.86,1
878,2019-10-25,Compound,43,compound,maosa,2019,10,43,25,59.26,1
879,2019-10-28,Compound,45,compound,maosa,2019,10,44,28,4.65,3
880,2019-10-29,Chest,40,chest,maosa,2019,10,44,29,-11.11,1
881,2019-10-30,Back,41,back,maosa,2019,10,44,30,2.5,1
882,2019-10-31,Compound,41,compound,maosa,2019,10,44,31,0.0,1
883,2019-11-01,Chest,42,chest,maosa,2019,11,44,1,2.44,1
884,2019-11-02,Back,41,back,maosa,2019,11,44,2,-2.38,1
885,2019-11-03,Running,37,cardio,maosa,2019,11,44,3,-9.76,1
886,2019-11-04,Chest,45,chest,maosa,2019,11,45,4,21.62,1
887,2019-11-05,Back,45,back,maosa,2019,11,45,5,0.0,1
888,2019-11-06,Running,43,cardio,maosa,2019,11,45,6,-4.44,1
889,2019-11-07,Chest,43,chest,maosa,2019,11,45,7,0.0,1
890,2019-11-08,Back,45,back,maosa,2019,11,45,8,4.65,1
891,2019-11-11,Chest,46,chest,maosa,2019,11,46,11,2.22,3
892,2019-11-12,Back,44,back,maosa,2019,11,46,12,-4.35,1
893,2019-11-13,Running,41,cardio,maosa,2019,11,46,13,-6.82,1
894,2019-11-14,Chest,47,chest,maosa,2019,11,46,14,14.63,1
895,2019-11-15,Back,48,back,maosa,2019,11,46,15,2.13,1
896,2019-11-16,Compound,49,compound,maosa,2019,11,46,16,2.08,1
897,2019-11-18,Chest,44,chest,maosa,2019,11,47,18,-10.2,2
898,2019-11-19,Back,45,back,maosa,2019,11,47,19,2.27,1
899,2019-11-21,Chest,42,chest,maosa,2019,11,47,21,-6.67,2
900,2019-11-22,Back,46,back,maosa,2019,11,47,22,9.52,1
901,2019-11-25,Chest,45,chest,maosa,2019,11,48,25,-2.17,3
902,2019-11-26,Back,45,back,maosa,2019,11,48,26,0.0,1
903,2019-11-27,Compound,45,compound,maosa,2019,11,48,27,0.0,1
904,2019-11-28,Chest,44,chest,maosa,2019,11,48,28,-2.22,1
905,2019-11-29,Back,45,back,maosa,2019,11,48,29,2.27,1
906,2019-11-30,Compound,46,compound,maosa,2019,11,48,30,2.22,1
907,2019-12-02,Chest,43,chest,maosa,2019,12,49,2,-6.52,2
908,2019-12-03,Back,43,back,maosa,2019,12,49,3,0.0,1
909,2019-12-04,Chest,46,chest,maosa,2019,12,49,4,6.98,1
910,2019-12-05,Back,42,back,maosa,2019,12,49,5,-8.7,1
911,2019-12-06,Compound,41,compound,maosa,2019,12,49,6,-2.38,1
912,2019-12-09,Compound,46,compound,maosa,2019,12,50,9,12.2,3
913,2019-12-11,Compound,41,compound,maosa,2019,12,50,11,-10.87,2
914,2019-12-13,Compound,48,compound,maosa,2019,12,50,13,17.07,2
915,2019-12-15,Compound,45,compound,maosa,2019,12,50,15,-6.25,2
916,2019-12-17,Compound,45,compound,maosa,2019,12,51,17,0.0,2
917,2019-12-20,Compound,45,compound,maosa,2019,12,51,20,0.0,3
918,2019-12-22,Compound,40,compound,maosa,2019,12,51,22,-11.11,2
919,2019-12-24,Compound,43,compound,maosa,2019,12,52,24,7.5,2
920,2019-12-27,Compound,40,compound,maosa,2019,12,52,27,-6.98,3
921,2020-01-10,Chest,35,chest,maosa,2020,1,2,10,-12.5,14
922,2020-01-11,Back,36,back,maosa,2020,1,2,11,2.86,1
923,2020-01-12,Legs,26,legs,maosa,2020,1,2,12,-27.78,1
924,2020-01-13,Chest,37,chest,maosa,2020,1,3,13,42.31,1
925,2020-01-14,Back,34,back,maosa,2020,1,3,14,-8.11,1
926,2020-01-15,Legs,29,legs,maosa,2020,1,3,15,-14.71,1
927,2020-01-16,Chest,38,chest,maosa,2020,1,3,16,31.03,1
928,2020-01-17,Back,37,back,maosa,2020,1,3,17,-2.63,1
929,2020-01-18,Legs,27,legs,maosa,2020,1,3,18,-27.03,1
930,2020-01-20,Chest,35,chest,maosa,2020,1,4,20,29.63,2
931,2020-01-21,Back,37,back,maosa,2020,1,4,21,5.71,1
932,2020-01-22,Legs,27,legs,maosa,2020,1,4,22,-27.03,1
933,2020-01-23,Chest,36,chest,maosa,2020,1,4,23,33.33,1
934,2020-01-24,Back,39,back,maosa,2020,1,4,24,8.33,1
935,2020-01-27,Chest,37,chest,maosa,2020,1,5,27,-5.13,3
936,2020-01-28,Back,34,back,maosa,2020,1,5,28,-8.11,1
937,2020-01-29,Legs,29,legs,maosa,2020,1,5,29,-14.71,1
938,2020-01-30,Chest,33,chest,maosa,2020,1,5,30,13.79,1
939,2020-01-31,Back,37,back,maosa,2020,1,5,31,12.12,1
940,2020-02-01,Legs,28,legs,maosa,2020,2,5,1,-24.32,1
941,2020-02-03,Chest,36,chest,maosa,2020,2,6,3,28.57,2
942,2020-02-04,Back,33,back,maosa,2020,2,6,4,-8.33,1
943,2020-02-05,Legs,28,legs,maosa,2020,2,6,5,-15.15,1
944,2020-02-06,Chest,35,chest,maosa,2020,2,6,6,25.0,1
945,2020-02-07,Back,33,back,maosa,2020,2,6,7,-5.71,1
946,2020-02-08,Running,41,cardio,maosa,2020,2,6,8,24.24,1
947,2020-02-09,Running,40,cardio,maosa,2020,2,6,9,-2.44,1
948,2020-02-10,Chest,34,chest,maosa,2020,2,7,10,-15.0,1
949,2020-02-11,Back,31,back,maosa,2020,2,7,11,-8.82,1
950,2020-02-21,Chest,39,chest,maosa,2020,2,8,21,25.81,10
951,2020-02-22,Back,39,back,maosa,2020,2,8,22,0.0,1
952,2020-02-24,Chest,35,chest,maosa,2020,2,9,24,-10.26,2
953,2020-02-25,Back,35,back,maosa,2020,2,9,25,0.0,1
954,2020-02-26,Legs,24,legs,maosa,2020,2,9,26,-31.43,1
955,2020-02-27,Chest,36,chest,maosa,2020,2,9,27,50.0,1
956,2020-02-28,Back,35,back,maosa,2020,2,9,28,-2.78,1
957,2020-03-02,Chest,28,chest,maosa,2020,3,10,2,-20.0,3
958,2020-03-03,Back,37,back,maosa,2020,3,10,3,32.14,1
959,2020-03-04,Legs,29,legs,maosa,2020,3,10,4,-21.62,1
960,2020-03-05,Chest,32,chest,maosa,2020,3,10,5,10.34,1
961,2020-03-06,Back,38,back,maosa,2020,3,10,6,18.75,1
962,2020-03-07,Running,40,cardio,maosa,2020,3,10,7,5.26,1
963,2020-03-09,Chest,35,chest,maosa,2020,3,11,9,-12.5,2
964,2020-03-10,Back,33,back,maosa,2020,3,11,10,-5.71,1
965,2020-03-13,Running,36,cardio,maosa,2020,3,11,13,9.09,3
966,2020-03-18,Multisport,45,compound,maosa,2020,3,12,18,25.0,5
967,2020-03-21,Running,42,cardio,maosa,2020,3,12,21,-6.67,3
968,2020-03-22,Multisport,39,compound,maosa,2020,3,12,22,-7.14,1
969,2020-03-23,Multisport,40,compound,maosa,2020,3,13,23,2.56,1
970,2020-03-25,Running,46,cardio,maosa,2020,3,13,25,15.0,2
971,2020-03-26,Multisport,40,compound,maosa,2020,3,13,26,-13.04,1
972,2020-03-27,Running,54,cardio,maosa,2020,3,13,27,35.0,1
973,2020-03-29,Multisport,43,compound,maosa,2020,3,13,29,-20.37,2
974,2020-03-31,Multisport,39,compound,maosa,2020,3,14,31,-9.3,2
